Accession	Description	PrimaryGeneName	GeneName	abundance_repl1	abundance_repl2	abundance_repl3
A0A1L7LMC3	ATP synthase subunit 9, mitochondrial OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_90012 PE=3 SV=1		KLMA_90012	2.36651852298761	2.31339801742111	2.20184495573146
A0A1L7LMG8	GTP-binding protein OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_40632 PE=4 SV=1		KLMA_40632	5.24378146601375	5.22852313003116	5.1217147781531
W0T257	Saccharolysin OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=PRD1 PE=3 SV=1	PRD1	KLMA_10025	2.10797668492232	2.03852784065162	2.00176080544949
W0T261	CMAS OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_10030 PE=4 SV=1		KLMA_10030	1.89547142524167	1.85956518687717	1.88035300908819
W0T264	5',5'''-P-1,P-4-tetraphosphate phosphorylase 2 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=APA2 PE=4 SV=1	APA2	KLMA_10035	2.11440271697957	2.00279796704303	2.10019847607856
W0T280	GRASP65 homolog protein 1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=GRH1 PE=4 SV=1	GRH1	KLMA_10050	0.715325459758449	0.704568685927495	0.706585581020799
W0T285	Ribonuclease H-like domain OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=KLMA_10055 PE=4 SV=1		KLMA_10055	0.225334435053194	0.214449832332228	0.226955546096743
W0T289	Peptide-methionine (R)-S-oxide reductase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=MXR2 PE=3 SV=1	MXR2	KLMA_10060	1.67827534512415	1.51629702763228	1.59878598561425
W0T294	Histidine biosynthesis trifunctional protein OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=HIS4 PE=3 SV=1	HIS4	KLMA_10065	3.2517009600045	3.07300100538208	3.08895635847336
W0T2A3	Putative multicopper oxidase YDR506C OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=GMC1 PE=3 SV=1	GMC1	KLMA_10075	0.100289529698361	0.0979548544118603	0.11653074908271
W0T2A8	Vacuolar protein sorting-associated protein VTA1 OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=VTA1 PE=4 SV=1	VTA1	KLMA_10080	0.0324910124042511	0.0295084389999546	0.0306507011547915
W0T2B3	Uncharacterized protein OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=EMG1 PE=4 SV=1	EMG1	KLMA_10085	0.702647098478477	0.718695641939256	0.701251572960148
W0T2B8	Homoserine O-acetyltransferase OS=Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) OX=1003335 GN=MET2 PE=3 SV=1	MET2	KLMA_10090	8.91704437459738	8.95117660186857	9.50582529502534
