Accession	Description	PrimaryGeneName	GeneName	abundance_repl1	abundance_repl2	abundance_repl3
D6VTK4	Pheromone alpha factor receptor OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STE2 PE=1 SV=2	STE2	YFL026W	1.24995998796775	1.19561390153437	1.23608439143157
D6W196	Truncated non-functional calcium-binding mitochondrial carrier SAL1-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAL1 PE=1 SV=2	SAL1	YNL083W	0.0879388301384088	0.0868825078544639	0.0871465884254502
O13297	mRNA-capping enzyme subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CET1 PE=1 SV=2	CET1	YPL228W	0.471048196117193	0.479982724599922	0.498844506952349
O13329	DNA replication fork-blocking protein FOB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FOB1 PE=1 SV=2	FOB1	YDR110W	0.229058143977005	0.221347275763918	0.230872465909496
O13516	40S ribosomal protein S9-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS9A PE=1 SV=3	RPS9A	YPL081W	5.44906356363685	6.26244791151979	6.32360462940573
O13539	THO complex subunit THP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=THP2 PE=1 SV=1	THP2	YHR167W	0.35243837039594	0.360899834403358	0.367521849713511
O13547	Covalently-linked cell wall protein 14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCW14 PE=1 SV=1	CCW14	YLR390W-A	2.06979851416718	2.37783641314246	2.01395538628278
O13563	26S proteasome regulatory subunit RPN13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPN13 PE=1 SV=1	RPN13	YLR421C	2.5767145271955	2.59293728392496	2.56319556325428
O13585	Dilute domain-containing protein YPR089W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPR089W PE=1 SV=2		YPR089W	0.460613495772086	0.428170284330748	0.441788422466618
O14455	60S ribosomal protein L36-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL36B PE=1 SV=3	RPL36B	YPL249C-A	90.5416571418058	95.3755033136476	99.1868051029844
O14467	Multiprotein-bridging factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MBF1 PE=1 SV=2	MBF1	YOR298C-A	15.6468724039653	16.2981470097495	15.370080696507
O43137	Uncharacterized protein YBR085C-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBR085C-A PE=1 SV=1		YBR085C-A	0.229350365660965	0.205883081410845	0.200076743039682
O60200	Mitochondrial distribution and morphology protein 35 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MDM35 PE=1 SV=3	MDM35	YKL053C-A	1.94599362679249	1.87007190418663	1.87406778432378
O74700	Mitochondrial import inner membrane translocase subunit TIM9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIM9 PE=1 SV=1	TIM9	YEL020W-A	14.0583909505543	13.7581653313689	12.7661154592778
O75012	37S ribosomal protein MRP10, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRP10 PE=1 SV=1	MRP10	YDL045W-A	0.68121763677004	0.680527446661863	0.637735659954931
P00044	Cytochrome c iso-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYC1 PE=1 SV=2	CYC1	YJR048W	9.65674016250832	10.6520830533912	10.0108525371494
P00127	Cytochrome b-c1 complex subunit 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=QCR6 PE=1 SV=2	QCR6	YFR033C	6.85496173176018	6.90804952832754	7.12703668916789
P00128	Cytochrome b-c1 complex subunit 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=QCR7 PE=1 SV=2	QCR7	YDR529C	11.3952681465222	11.66820870093	12.1344821480431
P00175	Cytochrome b2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYB2 PE=1 SV=1	CYB2	YML054C	0.701010867767663	0.766221181048376	0.711385235789595
P00330	Alcohol dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADH1 PE=1 SV=5	ADH1	YOL086C	665.684315291642	642.774825581507	666.338872140503
P00358	Glyceraldehyde-3-phosphate dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDH2 PE=1 SV=3	TDH2	YJR009C	152.5125431839	144.001492169137	158.27809387132
P00359	Glyceraldehyde-3-phosphate dehydrogenase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDH3 PE=1 SV=3	TDH3	YGR192C	560.10636834569	561.15722457148	564.309793248848
P00360	Glyceraldehyde-3-phosphate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDH1 PE=1 SV=3	TDH1	YJL052W	2.43958668359934	2.25301616278196	2.44194833576158
P00410	Cytochrome c oxidase subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX2 PE=1 SV=1	COX2	Q0250	6.87852157309076	6.88565696891347	6.88565696891347
P00420	Cytochrome c oxidase subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX3 PE=1 SV=3	COX3	Q0275	0.30118315282802	0.296300751161102	0.287756548243995
P00424	Cytochrome c oxidase polypeptide 5A, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX5A PE=1 SV=1	COX5A	YNL052W	3.91930061601654	4.09763916256544	3.9441850643722
