Accession	Description	PrimaryGeneName	GeneName	abundance_repl1	abundance_repl2	abundance_repl3
A0ZWU1	Ell1-associated factor 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=eaf1 PE=1 SV=1	eaf1	SPCC1223.10c	0.271442247475937	0.283948487150221	0.27883229819256
A6X970	Putative uncharacterized protein C23C4.04c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC23C4.04c PE=4 SV=2		SPAC23C4.04c	0.00515581281063114	0.00533288112938009	0.00519747594445442
A6X980	Transcription factor tau subunit sfc7 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sfc7 PE=1 SV=1	sfc7	SPAC1250.07	0.0622357044643889	0.057823280240203	0.0589520399254599
A9ZLL8	Protein lsd90 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=lsd90 PE=1 SV=1	lsd90	SPBC16E9.16c	1.08019755730185	1.18440748762247	1.14742977041193
B5BP45	Uncharacterized amino-acid permease C460.01c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC460.01c PE=3 SV=1		SPBC460.01c	0.178406830755916	0.180214397430241	0.187444664127543
B5BP46	Putative glutathione S-transferase C460.02c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC460.02c PE=3 SV=1		SPBC460.02c	23.1720006245427	22.8479166997239	23.1488517727699
B5BP47	Uncharacterized transporter C460.03 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC460.03 PE=3 SV=1		SPBC460.03	0.648124852611965	0.621342833908992	0.642173292900193
B8Y7Y5	INO80 complex subunit 5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=iec5 PE=1 SV=1	iec5	SPAPB1E7.14	0.462944800673531	0.501733429239213	0.459922310135946
C6Y4A3	ATP synthase subunit K, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=atp19 PE=2 SV=1	atp19	SPAC25H1.10c	2.65097091447648	3.73987086676145	2.94518622191838
C6Y4A7	ER membrane protein complex subunit 5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=emc5 PE=2 SV=1	emc5	SPAP4C9.02	1.70754242972783	1.66293578318321	1.69683683455712
C6Y4A8	Uncharacterized protein C23D3.16 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC23D3.16 PE=2 SV=2		SPAC23D3.16	0.184714766265514	0.183470895785611	0.171446814479888
C6Y4A9	Uncharacterized protein C23D3.17 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC23D3.17 PE=2 SV=2		SPAC23D3.17	0.68957561733879	0.819882746906331	0.793173832150251
C6Y4B8	Uncharacterized protein C22F3.15 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC22F3.15 PE=2 SV=1		SPAC22F3.15	1.07301510267183	1.05572583616352	1.04275888628229
C6Y4B9	Uncharacterized protein C222.17 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC222.17 PE=2 SV=1		SPAC222.17	0.148677049599867	0.151393990607783	0.145507285090631
C6Y4C1	Protein pet117, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pet117 PE=2 SV=1	pet117	SPBC1604.25	0.135134719479176	0.145540514735637	0.140478235962223
C6Y4C6	Uncharacterized protein C29A10.17 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC29A10.17 PE=1 SV=2		SPBC29A10.17	0.708385955373202	0.677586566009149	0.661844655889745
C6Y4C7	Uncharacterized membrane protein C757.15 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC757.15 PE=2 SV=1		SPCC757.15	3.67197036533078	3.64928053815057	3.69087855464762
C6Y4C8	Vacuolar ATPase assembly integral membrane protein vma21 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=vma21 PE=3 SV=1	vma21	SPCC1235.16	0.11633706490687	0.129277230415228	0.106880790112301
C6Y4D0	DNA polymerase epsilon subunit C OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=dpb3 PE=1 SV=1	dpb3	SPCC16C4.22	0.275503007969342	0.280767396656654	0.276672872122078
C6Y4D2	Probable 54S ribosomal protein MRP49, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mrp49 PE=3 SV=1	mrp49	SPCC1442.19	0.787948146047592	0.77626907273661	0.773933258074414
G2TRJ4	Uncharacterized protein tam1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tam1 PE=2 SV=1	tam1	SPAC222.19	0.197740757127666	0.198362583407942	0.223235634618969
G2TRJ9	Cytochrome c oxidase assembly factor 3, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=coa3 PE=2 SV=1	coa3	SPAC1B3.21	0.552622115431246	0.568443607488583	0.571833927215155
G2TRL5	Uncharacterized protein new2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=new2 PE=2 SV=1	new2	SPAC1805.18	0.13642069868683	0.135914499433817	0.139078244765145
G2TRL7	S-phase delaying protein 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=spd2 PE=3 SV=1	spd2	SPAC3F10.19	0.953415391980122	0.921690536555214	0.933378641185444
G2TRM0	ATP synthase assembly factor fmc1, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=fmc1 PE=2 SV=1	fmc1	SPAC1486.11	0.946061331649786	0.897658193751425	1.02438640933986
G2TRM6	Uncharacterized protein new4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=new4 PE=1 SV=1	new4	SPAC3H5.13	0.459784525479939	0.805517442013005	0.42892350188255
G2TRN2	Uncharacterized protein new9 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=new9 PE=2 SV=1	new9	SPAC926.10	0.163363722506254	0.15115998092684	0.14824772441357
G2TRN4	Enhancer of rudimentary homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=new10 PE=2 SV=1	erh1	SPAC19G12.17	0.612469016756445	0.60999439446652	0.700936763621265
G2TRP2	Putative mitochondrial ribosomal protein new15, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=new15 PE=2 SV=1	new15	SPBC8D2.23	0.546591989077337	0.574468180520281	0.550964724989956
G2TRP3	37S ribosomal protein YMR-31, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ymr31 PE=3 SV=1	ymr31	SPBC21B10.14	0.603394342039569	0.492060237791494	0.56981159584015
G2TRP5	Cytochrome c oxidase subunit 7 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cox7 PE=3 SV=1	cox7	SPBC2F12.17	4.352391372002	4.81657990135543	4.02296725439635
G2TRP6	Cytochrome c oxidase subunit 6B-like protein new16 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=new16 PE=2 SV=1	new16	SPBC24C6.13	2.27225269750883	2.38434738351132	2.31195289880138
G2TRP7	Mitochondrial import receptor subunit tom5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tom5 PE=3 SV=1	tom5	SPBC19G7.19	3.14837369407381	3.24057118836882	3.24057118836882
G2TRP8	Mitochondrial zinc maintenance protein 1, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=new18 PE=2 SV=1	new18	SPBC30D10.21	0.346642100117639	0.337273394709054	0.472450429890063
G2TRP9	Cytochrome c oxidase assembly protein cox20, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cox20 PE=3 SV=1	cox20	SPBC25H2.18	0.619104287056176	0.619753924293381	0.628199208377044
G2TRQ0	Uncharacterized protein tam13 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tam13 PE=2 SV=1	tam13	SPBC56F2.15	0.368274504629181	0.414896489789683	0.432134870857432
G2TRQ2	Uncharacterized protein tam8 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tam8 PE=2 SV=1	tam8	SPBC3H7.18	1.7242936899689	1.77605820033028	1.73857355489618
G2TRQ4	Uncharacterized protein P23A10.17 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBP23A10.17 PE=3 SV=1		SPBP23A10.17	0.389268182969291	0.38401326461145	0.394523101327131
G2TRQ6	Uncharacterized protein tam11 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tam11 PE=1 SV=1	tam11	SPBC17D1.17	0.470176531966576	0.522864403745115	0.471681899731677
G2TRQ8	54S ribosomal protein L36, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tam9 PE=2 SV=1	tam9	SPBC1711.18	0.860436378418402	0.857741901241727	0.86402901465397
G2TRQ9	Uncharacterized protein tam10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tam10 PE=1 SV=1	tam10	SPBC14C8.19	0.284607527839453	0.322032982570635	0.260527584097685
G2TRS3	Protein kish OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ksh1 PE=2 SV=1	ksh1	SPBC530.16	0.644694953675058	0.592054155344242	0.604440225539728
G2TRT3	Protein tam14 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tam14 PE=2 SV=1	tam14	SPCC330.20	10.3463463171121	10.032820671139	9.56253220217939
G2TRT6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4 homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC417.16 PE=3 SV=1		SPCC417.16	9.11005722277033	9.02311075935046	9.25496799513677
G2TRU5	COX assembly mitochondrial protein 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cmc2 PE=1 SV=1	cmc2	SPCC4B3.20	0.897045117401126	0.901589418907718	0.877959051073443
O00084	Urease OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ure1 PE=1 SV=1	ure1	SPAC1952.11c	1.32492683868397	1.35903927016399	1.39451619890321
O00087	Dihydrolipoyl dehydrogenase, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=dld1 PE=2 SV=2	dld1	SPAC1002.09c	13.2824264439403	12.948024972542	13.2422982673725
O00091	Glucose-6-phosphate 1-dehydrogenase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=zwf1 PE=3 SV=2	zwf1	SPAC3A12.18 SPAC9.01	10.9275967700028	10.9164801913965	11.1165786063101
O00102	Ubiquitin-conjugating enzyme E2-18 kDa OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ubc7 PE=1 SV=2	ubc7	SPBP16F5.04	2.49141415436709	2.44607232588722	2.78732924549881
O00103	Ubiquitin-conjugating enzyme E2-20 kDa OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ubc11 PE=3 SV=1	ubc11	SPCC1259.15c	2.78551073821371	2.70921586837004	2.48033125883906
O13282	Transcription initiation factor TFIID subunit 5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=taf5 PE=1 SV=1	taf5	SPCC5E4.03c	0.610866873939489	0.631086138573394	0.610866873939489
O13286	WD repeat-containing protein srw1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=srw1 PE=1 SV=1	srw1	SPAC144.13c	0.0137255460571348	0.0137124491620421	0.0130837981975932
O13298	Histone deacetylase phd1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=phd1 PE=1 SV=1	phd1	SPAC3G9.07c	0.0875648937038198	0.0850372472876271	0.0853983396327975
O13310	Serine/threonine-protein kinase orb6 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=orb6 PE=1 SV=1	orb6	SPAC821.12	0.479794684787527	0.485196672026691	0.484705582277676
O13326	Homocysteine synthase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=met17 PE=1 SV=1	met17	SPBC428.11	21.9718665351103	22.7080966179622	22.9841828990317
O13351	Ubiquitin-like protein pmt3/smt3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pmt3 PE=1 SV=2	pmt3	SPBC365.06	21.6586331964418	20.7293849074855	22.1768678191289
O13370	ATP-dependent RNA helicase ded1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ded1 PE=1 SV=1	ded1	SPCC1795.11	20.5454817972497	20.7768024725514	20.9870939955529
O13453	Tyrosine-protein phosphatase pmp1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pmp1 PE=3 SV=1	pmp1	SPBC1685.01	0.0569209676534253	0.0593524219124434	0.0541154435084043
O13601	DnaJ-related protein rsp1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rsp1 PE=1 SV=1	rsp1	pi006 SPBC11B10.05c	0.126918766183596	0.107175846999481	0.113823972847193
O13602	Probable 37S ribosomal protein S28, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mrps28 PE=3 SV=1	mrps28	pi007 SPBC11B10.04c	0.634896537127143	0.608164051353369	0.624568076714549
O13610	rRNA-processing protein fcf1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=fcf1 PE=1 SV=1	fcf1	SPBC32H8.04c	1.16585889585112	1.13404408443264	1.10530812573209
O13612	NEDD8-specific protease 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=nep2 PE=1 SV=1	nep2	pi021 SPBC32H8.02c	0.300491481301465	0.298766171360978	0.303654549525691
O13614	40S ribosomal protein S10-B OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rps1002 PE=3 SV=1	rps1002	pi023 SPBP22H7.08	63.6803816614971	64.6600798409047	65.3785251724703
O13615	Pre-mRNA-splicing factor prp5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=prp5 PE=1 SV=1	prp5	pi024 SPBP22H7.07	0.697226691159919	0.695297096996192	0.690794710614163
O13620	Multiple RNA-binding domain-containing protein 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mrd1 PE=3 SV=1	mrd1	pi029 SPBP22H7.02c	0.625102851460557	0.601570987361173	0.625102851460557
O13621	Uncharacterized protein C691.05c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pi030 PE=4 SV=1		pi030 SPBC691.05c SPBP22H7.01c	0.953101112851567	0.965713036840151	0.957605371418918
O13622	ATP-dependent RNA helicase mss116, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mss116 PE=3 SV=1	mss116	SPACTOKYO_453.03c SPBC691.04	0.702934580058398	0.734387428073498	0.716832350111581
O13632	Tyrosine-protein phosphatase yvh1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=yvh1 PE=3 SV=1	yvh1	pi040 SPBC17A3.06	0.0888902590641887	0.0922280355903143	0.0918766906928274
O13633	Uncharacterized J domain-containing protein C17A3.05c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pi041 PE=1 SV=1		pi041 SPBC17A3.05c	1.40644477496396	1.38484869396644	1.38349893890409
O13636	Mitochondrial import inner membrane translocase subunit tim50 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tim50 PE=3 SV=1	tim50	pi044 SPBC17A3.01c SPBC8D2.21c	1.21014546676861	1.244074778921	1.36596897443144
O13637	Protein transport protein sec31 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sec31 PE=1 SV=1	sec31	SPBC8D2.20c	2.44602387200749	2.49648212476992	2.47966270718244
O13639	Adenosylhomocysteinase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pi047 PE=3 SV=1		pi047 SPBC8D2.18c	130.952124785171	133.522466077442	134.604715042609
O13640	Uncharacterized alpha-1,2-galactosyltransferase C8D2.17 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pi048 PE=3 SV=2		pi048 SPBC8D2.17	1.70567225843672	1.68806986154883	1.71271321719187
O13641	Putative methyltransferase SPBC8D2.16c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pi049 PE=3 SV=1		pi049 SPBC8D2.16c	0.398763782542681	0.413020775851357	0.396603632041366
O13642	Lipoyl synthase, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=lip5 PE=3 SV=2	lip5	pi050 SPBC8D2.15	0.639770206732993	0.648016439258015	0.637021462557985
O13644	Integral membrane protein sed5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sed5 PE=3 SV=1	sed5	pi051 SPBC8D2.14c	0.385906756517248	0.387804036539456	0.408674116783752
O13648	Ribosomal protein arginine N-methyltransferase rmt3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rmt3 PE=1 SV=3	rmt3	SPBC8D2.10c	1.71181474037767	1.76006004099374	1.71538846634923
O13650	Putative transcription factor tau subunit sfc9 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sfc9 PE=4 SV=2	sfc9	SPBC8D2.07c	0.270653429735585	0.256104867247481	0.275921012705415
O13651	Isoleucine--tRNA ligase, cytoplasmic OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=irs1 PE=3 SV=1	irs1	pi058 SPBC8D2.06	10.1431791977005	9.90098294178594	10.0075492943883
O13656	Probable mitochondrial import receptor subunit tom40 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tom40 PE=3 SV=3	tom40	SPBC27B12.13 SPBC8D2.22	3.56092253039032	3.622442533456	3.47407076135641
O13657	Putative metal ion transporter C27B12.12c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pi066 PE=1 SV=1		pi066 SPBC27B12.12c	13.3039230249875	13.5785137994971	13.5785137994971
O13658	Uncharacterized transcriptional regulatory protein C27B12.11c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pi067 PE=1 SV=1		pi067 SPBC27B12.11c	0.189555673195088	0.19320799830482	0.183894569275003
O13660	Uncharacterized mitochondrial carrier C27B12.09c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pi069 PE=3 SV=1		pi069 SPBC27B12.09c	0.0571147059226714	0.0560099727326778	0.0541871629691883
O13665	Factor arrest protein 11 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=far11 PE=1 SV=1	far11	pi074 SPBC27B12.04c	0.0733642951404621	0.0757820679978203	0.0747998477745185
O13666	Delta(7)-sterol 5(6)-desaturase erg32 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=erg32 PE=3 SV=1	erg32	pi075 SPBC27B12.03c	2.48851026073521	2.6206196895283	2.5586091413193
O13670	Protein MTO1 homolog, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mto1 PE=1 SV=1	mto1	pi079 SPBC30B4.06c	0.0733943044185869	0.0707650304629569	0.0718167400452089
O13671	Importin-alpha re-exporter OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=kap109 PE=3 SV=2	kap109	pi080 SPBC30B4.05	0.608508271201305	0.611073111122069	0.6303094105278
O13672	60S ribosomal protein L8 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl8 PE=1 SV=3	rpl8	SPBC29A3.04	88.0664044559536	90.3317782040167	89.1990913299852
O13679	Uncharacterized protein C737.05 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC737.05 PE=1 SV=1		SPCC737.05	0.288004418343932	0.296343076336072	0.314303262780682
O13681	Integral inner nuclear membrane protein ima1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=IMA1 PE=4 SV=2	IMA1	SPCC737.03c	0.15725926863654	0.138953956943398	0.142420872036796
O13682	Helicase swr1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=swr1 PE=3 SV=1	swr1	SPAC11E3.01c SPAC2H10.03c	1.09324291611815	1.18600292112211	1.09986863076129
O13683	Uncharacterized protein C11E3.02c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC11E3.02c PE=4 SV=1		SPAC11E3.02c	0.0359641219660951	0.0342531422830066	0.034655725737851
O13685	Ubiquitin-conjugating enzyme E2 13 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ubc13 PE=1 SV=1	ubc13	SPAC11E3.04c	4.00040072129868	4.13388645965275	4.04628644385789
